Cuenta,Subcuenta,Objeto,Ordinal,Aporte nacional,Recursos propios,TOTAL,Código de entidad,Tipo de gasto,Entidad,Código de sector,Sector,Unidad,Código de unidad,Cuenta_n,Subcuenta_n,Objeto_n,Ordinal_n,Año,Indice_base_2025,apropiaciones_constantes_2025
Fortalecimiento de la gestión y dirección del sector empleo público,Intersubsectorial gobierno,Fortalecimiento de la infraestructura fisica y tecnologica de la esap a nivel  nacional,2. seguridad humana y justicia social / k. educación superior como un derecho,,22974300000.0,22974300000.0,503,Inversión,Escuela superior de administración pública (esap),5,Empleo público,,,599.0,1000.0,4.0,20203k,2024,94.33962264150942,243527580.00000003
Fortalecimiento de la gestión y dirección del sector empleo público,Intersubsectorial gobierno,Mejoramiento de la capacidad y desempeno institucional de los procesos administrativos en la escuela superior de administracion publica para el desarrollo de su misionalidad.  nacional,5. convergencia regional / b. entidades públicas territoriales y nacionales fortalecidas,,12266000000.0,12266000000.0,503,Inversión,Escuela superior de administración pública (esap),5,Empleo público,,,599.0,1000.0,5.0,53105b,2024,94.33962264150942,130019600.00000001
Gastos de personal,Planta de personal permanente,Salario,,312140000000.0,,312140000000.0,1101,Funcionamiento,Ministerio de relaciones exteriores,11,Relaciones exteriores,,,1.0,1.0,1.0,,2024,94.33962264150942,3308684000.0000005
Gastos de personal,Planta de personal permanente,Contribuciones inherentes a la nómina,,105957000000.0,,105957000000.0,1101,Funcionamiento,Ministerio de relaciones exteriores,11,Relaciones exteriores,,,1.0,1.0,2.0,,2024,94.33962264150942,1123144200.0000002
Gastos de personal,Planta de personal permanente,Remuneraciones no constitutivas de factor salarial,,178260000000.0,,178260000000.0,1101,Funcionamiento,Ministerio de relaciones exteriores,11,Relaciones exteriores,,,1.0,1.0,3.0,,2024,94.33962264150942,1889556000.0000002
Gastos de personal,Planta de personal permanente,Otros gastos de personal - distribución previo concepto dgppn,,51367000000.0,,51367000000.0,1101,Funcionamiento,Ministerio de relaciones exteriores,11,Relaciones exteriores,,,1.0,1.0,4.0,,2024,94.33962264150942,544490200.0000001
Gastos de personal,Planta de personal permanente,Personal extranjero en consulados y embajadas (local),,25999000000.0,,25999000000.0,1101,Funcionamiento,Ministerio de relaciones exteriores,11,Relaciones exteriores,,,1.0,1.0,5.0,,2024,94.33962264150942,275589400.00000006
Adquisición de bienes  y servicios,,,,16258000000.0,,16258000000.0,1101,Funcionamiento,Ministerio de relaciones exteriores,11,Relaciones exteriores,,,2.0,,,,2024,94.33962264150942,172334800.00000003
Transferencias corrientes,Prestaciones para cubrir riesgos sociales,Prestaciones sociales relacionadas con el empleo,Incapacidades y licencias de maternidad y paternidad (no de pensiones),1670000000.0,,1670000000.0,1101,Funcionamiento,Ministerio de relaciones exteriores,11,Relaciones exteriores,,,3.0,4.0,2.0,012,2024,94.33962264150942,17702000.000000004
Transferencias corrientes,Sentencias y conciliaciones,,,10451000000.0,,10451000000.0,1101,Funcionamiento,Ministerio de relaciones exteriores,11,Relaciones exteriores,,,3.0,10.0,,,2024,94.33962264150942,110780600.00000001
"Gastos por tributos, multas, sanciones e intereses de mora",Contribuciones,Cuota de fiscalización y auditaje,,1249000000.0,,1249000000.0,1101,Funcionamiento,Ministerio de relaciones exteriores,11,Relaciones exteriores,,,8.0,4.0,1.0,,2024,94.33962264150942,13239400.000000002
Adquisición de bienes  y servicios,,,,289674000000.0,256191000000.0,545865000000.0,1102,Funcionamiento,Fondo rotatorio del ministerio de relaciones exteriores,11,Relaciones exteriores,,,2.0,,,,2024,94.33962264150942,5786169000.000001
Transferencias corrientes,A gobiernos y organizaciones internacionales,A organizaciones internacionales,,161996000000.0,797000000.0,162793000000.0,1102,Funcionamiento,Fondo rotatorio del ministerio de relaciones exteriores,11,Relaciones exteriores,,,3.0,2.0,2.0,,2024,94.33962264150942,1725605800.0000002
Transferencias corrientes,A entidades del gobierno,A órganos del pgn,Plan de promoción de colombia en el exterior,,9112000000.0,9112000000.0,1102,Funcionamiento,Fondo rotatorio del ministerio de relaciones exteriores,11,Relaciones exteriores,,,3.0,3.0,1.0,052,2024,94.33962264150942,96587200.00000001
Transferencias corrientes,A entidades del gobierno,A órganos del pgn,Otras transferencias - distribución previo concepto dgppn,10000000000.0,60000000000.0,70000000000.0,1102,Funcionamiento,Fondo rotatorio del ministerio de relaciones exteriores,11,Relaciones exteriores,,,3.0,3.0,1.0,999,2024,94.33962264150942,742000000.0000001
Transferencias corrientes,Sentencias y conciliaciones,,,,225000000.0,225000000.0,1102,Funcionamiento,Fondo rotatorio del ministerio de relaciones exteriores,11,Relaciones exteriores,,,3.0,10.0,,,2024,94.33962264150942,2385000.0000000005
"Gastos por tributos, multas, sanciones e intereses de mora",Impuestos,,,,458000000.0,458000000.0,1102,Funcionamiento,Fondo rotatorio del ministerio de relaciones exteriores,11,Relaciones exteriores,,,8.0,1.0,,,2024,94.33962264150942,4854800.000000001
"Gastos por tributos, multas, sanciones e intereses de mora",Tasas y derechos administrativos,,,,75000000.0,75000000.0,1102,Funcionamiento,Fondo rotatorio del ministerio de relaciones exteriores,11,Relaciones exteriores,,,8.0,3.0,,,2024,94.33962264150942,795000.0000000001
"Gastos por tributos, multas, sanciones e intereses de mora",Contribuciones,Cuota de fiscalización y auditaje,,1618000000.0,,1618000000.0,1102,Funcionamiento,Fondo rotatorio del ministerio de relaciones exteriores,11,Relaciones exteriores,,,8.0,4.0,1.0,,2024,94.33962264150942,17150800.000000004
Política migratoria y servicio al ciudadano,Relaciones exteriores,Implementacion de medidas de atencion y reparacion integral a victimas en el exterior en el marco de competencias del ministerio de relaciones exteriores  nacional,7. actores diferenciales para el cambio / 1. reparación transformadora,2121800000.0,,2121800000.0,1102,Inversión,Fondo rotatorio del ministerio de relaciones exteriores,11,Relaciones exteriores,,,1103.0,1002.0,7.0,703010,2024,94.33962264150942,22491080.000000004
Política migratoria y servicio al ciudadano,Relaciones exteriores,Implementacion de medidas de atencion y reparacion integral a victimas en el exterior en el marco de competencias del ministerio de relaciones exteriores  nacional,7. actores diferenciales para el cambio / 1. reparación transformadora,,920105000.0,920105000.0,1102,Inversión,Fondo rotatorio del ministerio de relaciones exteriores,11,Relaciones exteriores,,,1103.0,1002.0,7.0,703010,2024,94.33962264150942,9753113.000000002
Política migratoria y servicio al ciudadano,Relaciones exteriores,Fortalecimiento  del desarrollo de iniciativas institucionales para la colombianidad en el exterior y sus familias.  nacional,5. convergencia regional / a. oferta de servicios para la población colombiana en el exterior y retornada,1693582285.0,,1693582285.0,1102,Inversión,Fondo rotatorio del ministerio de relaciones exteriores,11,Relaciones exteriores,,,1103.0,1002.0,8.0,53108a,2024,94.33962264150942,17951972.221
Política migratoria y servicio al ciudadano,Relaciones exteriores,Fortalecimiento  del desarrollo de iniciativas institucionales para la colombianidad en el exterior y sus familias.  nacional,5. convergencia regional / a. oferta de servicios para la población colombiana en el exterior y retornada,,16707350760.0,16707350760.0,1102,Inversión,Fondo rotatorio del ministerio de relaciones exteriores,11,Relaciones exteriores,,,1103.0,1002.0,8.0,53108a,2024,94.33962264150942,177097918.05600002
Política migratoria y servicio al ciudadano,Relaciones exteriores,Desarrollo de estrategias de acompañamiento y adaptación de la normatividad de retorno de connacionales procedentes del exterior  nacional,5. convergencia regional / a. oferta de servicios para la población colombiana en el exterior y retornada,1693582285.0,,1693582285.0,1102,Inversión,Fondo rotatorio del ministerio de relaciones exteriores,11,Relaciones exteriores,,,1103.0,1002.0,9.0,53108a,2024,94.33962264150942,17951972.221
Política migratoria y servicio al ciudadano,Relaciones exteriores,Desarrollo de estrategias de acompañamiento y adaptación de la normatividad de retorno de connacionales procedentes del exterior  nacional,5. convergencia regional / a. oferta de servicios para la población colombiana en el exterior y retornada,,525657680.0,525657680.0,1102,Inversión,Fondo rotatorio del ministerio de relaciones exteriores,11,Relaciones exteriores,,,1103.0,1002.0,9.0,53108a,2024,94.33962264150942,5571971.408000001
Política migratoria y servicio al ciudadano,Relaciones exteriores,Apoyo trámite de las solicitudes de refugio acumuladas.  bogotá,"5. convergencia regional / b. mecanismos de protección para la población migrante en tránsito, refugiados y con vocación de permanencia en el territorio nacional",,1069430240.0,1069430240.0,1102,Inversión,Fondo rotatorio del ministerio de relaciones exteriores,11,Relaciones exteriores,,,1103.0,1002.0,10.0,53108b,2024,94.33962264150942,11335960.544000002
Soberanía territorial y desarrollo fronterizo,Relaciones exteriores,Implementación de proyectos de desarrollo social y económico en las zonas de frontera.  nacional,"5. convergencia regional / f. fronteras humanas para la vida, la integración y el desarrollo",1693582285.0,,1693582285.0,1102,Inversión,Fondo rotatorio del ministerio de relaciones exteriores,11,Relaciones exteriores,,,1104.0,1002.0,3.0,51402f,2024,94.33962264150942,17951972.221
Soberanía territorial y desarrollo fronterizo,Relaciones exteriores,Implementación de proyectos de desarrollo social y económico en las zonas de frontera.  nacional,"5. convergencia regional / f. fronteras humanas para la vida, la integración y el desarrollo",,4710000000.0,4710000000.0,1102,Inversión,Fondo rotatorio del ministerio de relaciones exteriores,11,Relaciones exteriores,,,1104.0,1002.0,3.0,51402f,2024,94.33962264150942,49926000.00000001
Fortalecimiento de la gestión y dirección del sector relaciones exteriores,Relaciones exteriores,Implementacion sistema integrado de gestion en las embajadas y consulados de colombia en el exterior  nacional,5. convergencia regional / b. entidades públicas territoriales y nacionales fortalecidas,,924896240.0,924896240.0,1102,Inversión,Fondo rotatorio del ministerio de relaciones exteriores,11,Relaciones exteriores,,,1199.0,1002.0,7.0,53105b,2024,94.33962264150942,9803900.144000001
Fortalecimiento de la gestión y dirección del sector relaciones exteriores,Relaciones exteriores,Modernización de la infraestructura del ministerio de relaciones exteriores para el desarrollo de los objetivos misionales   nacional,5. convergencia regional / b. entidades públicas territoriales y nacionales fortalecidas,1675894677.0,,1675894677.0,1102,Inversión,Fondo rotatorio del ministerio de relaciones exteriores,11,Relaciones exteriores,,,1199.0,1002.0,8.0,53105b,2024,94.33962264150942,17764483.5762
Fortalecimiento de la gestión y dirección del sector relaciones exteriores,Relaciones exteriores,Modernización de la infraestructura del ministerio de relaciones exteriores para el desarrollo de los objetivos misionales   nacional,5. convergencia regional / b. entidades públicas territoriales y nacionales fortalecidas,,15636993196.0,15636993196.0,1102,Inversión,Fondo rotatorio del ministerio de relaciones exteriores,11,Relaciones exteriores,,,1199.0,1002.0,8.0,53105b,2024,94.33962264150942,165752127.8776
Fortalecimiento de la gestión y dirección del sector relaciones exteriores,Relaciones exteriores,Transformación digital del ministerio de relaciones exteriores nacional  nacional,5. convergencia regional / c. vínculos de los colombianos en el exterior con el país,,20000000000.0,20000000000.0,1102,Inversión,Fondo rotatorio del ministerio de relaciones exteriores,11,Relaciones exteriores,,,1199.0,1002.0,9.0,53108c,2024,94.33962264150942,212000000.00000003
Fortalecimiento de la gestión y dirección del sector relaciones exteriores,Relaciones exteriores,Fortalecimiento de la conservación documental de los registros civiles de los consulados de colombia  bogotá,5. convergencia regional / b. entidades públicas territoriales y nacionales fortalecidas,,1500000000.0,1500000000.0,1102,Inversión,Fondo rotatorio del ministerio de relaciones exteriores,11,Relaciones exteriores,,,1199.0,1002.0,10.0,53105b,2024,94.33962264150942,15900000.000000002
Fortalecimiento de la gestión y dirección del sector relaciones exteriores,Relaciones exteriores,Modernización del modelo integral de capacitación de los funcionarios de la planta global del ministerio de relaciones exteriores.  nacional,5. convergencia regional / b. entidades públicas territoriales y nacionales fortalecidas,,731065528.0,731065528.0,1102,Inversión,Fondo rotatorio del ministerio de relaciones exteriores,11,Relaciones exteriores,,,1199.0,1002.0,11.0,53105b,2024,94.33962264150942,7749294.596800001
Fortalecimiento de la gestión y dirección del sector relaciones exteriores,Relaciones exteriores,Fortalecimiento de las capacidades y evolución de las tecnologías de la información en migración colombia nacional,7. actores diferenciales para el cambio / 6. hacia una política exterior feminista con liderazgo del país en temas de género,,749363001.0,749363001.0,1102,Inversión,Fondo rotatorio del ministerio de relaciones exteriores,11,Relaciones exteriores,,,1199.0,1002.0,12.0,701060,2024,94.33962264150942,7943247.810600001
Gastos de personal,Planta de personal permanente,Salario,,83338000000.0,,83338000000.0,1104,Funcionamiento,Unidad administrativa especial migración colombia,11,Relaciones exteriores,,,1.0,1.0,1.0,,2024,94.33962264150942,883382800.0000001
Gastos de personal,Planta de personal permanente,Contribuciones inherentes a la nómina,,35828000000.0,,35828000000.0,1104,Funcionamiento,Unidad administrativa especial migración colombia,11,Relaciones exteriores,,,1.0,1.0,2.0,,2024,94.33962264150942,379776800.00000006
Gastos de personal,Planta de personal permanente,Remuneraciones no constitutivas de factor salarial,,8197000000.0,,8197000000.0,1104,Funcionamiento,Unidad administrativa especial migración colombia,11,Relaciones exteriores,,,1.0,1.0,3.0,,2024,94.33962264150942,86888200.00000001
Adquisición de bienes  y servicios,,,,10530000000.0,25381000000.0,35911000000.0,1104,Funcionamiento,Unidad administrativa especial migración colombia,11,Relaciones exteriores,,,2.0,,,,2024,94.33962264150942,380656600.00000006
Transferencias corrientes,A entidades del gobierno,A órganos del pgn,Deportación a extranjeros,834000000.0,,834000000.0,1104,Funcionamiento,Unidad administrativa especial migración colombia,11,Relaciones exteriores,,,3.0,3.0,1.0,056,2024,94.33962264150942,8840400.000000002
Transferencias corrientes,Prestaciones para cubrir riesgos sociales,Prestaciones sociales relacionadas con el empleo,Incapacidades y licencias de maternidad y paternidad (no de pensiones),417000000.0,,417000000.0,1104,Funcionamiento,Unidad administrativa especial migración colombia,11,Relaciones exteriores,,,3.0,4.0,2.0,012,2024,94.33962264150942,4420200.000000001
Transferencias corrientes,Prestaciones para cubrir riesgos sociales,Prestaciones sociales relacionadas con el empleo,Compensación por muerte,,143000000.0,143000000.0,1104,Funcionamiento,Unidad administrativa especial migración colombia,11,Relaciones exteriores,,,3.0,4.0,2.0,085,2024,94.33962264150942,1515800.0000000002
Transferencias corrientes,Sentencias y conciliaciones,,,300000000.0,500000000.0,800000000.0,1104,Funcionamiento,Unidad administrativa especial migración colombia,11,Relaciones exteriores,,,3.0,10.0,,,2024,94.33962264150942,8480000.000000002
"Gastos por tributos, multas, sanciones e intereses de mora",Impuestos,,,,323000000.0,323000000.0,1104,Funcionamiento,Unidad administrativa especial migración colombia,11,Relaciones exteriores,,,8.0,1.0,,,2024,94.33962264150942,3423800.0000000005
"Gastos por tributos, multas, sanciones e intereses de mora",Tasas y derechos administrativos,,,,24000000.0,24000000.0,1104,Funcionamiento,Unidad administrativa especial migración colombia,11,Relaciones exteriores,,,8.0,3.0,,,2024,94.33962264150942,254400.00000000003
"Gastos por tributos, multas, sanciones e intereses de mora",Contribuciones,Cuota de fiscalización y auditaje,,418000000.0,,418000000.0,1104,Funcionamiento,Unidad administrativa especial migración colombia,11,Relaciones exteriores,,,8.0,4.0,1.0,,2024,94.33962264150942,4430800.000000001
"Gastos por tributos, multas, sanciones e intereses de mora","Multas, sanciones e intereses de mora",,,,4000000.0,4000000.0,1104,Funcionamiento,Unidad administrativa especial migración colombia,11,Relaciones exteriores,,,8.0,5.0,,,2024,94.33962264150942,42400.00000000001
Política migratoria y servicio al ciudadano,Relaciones exteriores,Fortalecimiento institucional del servicio a la ciudadanía y de acciones para la participación democrática de la población migrante y comunidades de acogida a nivel   nacional,5. convergencia regional / b. entidades públicas territoriales y nacionales fortalecidas,,1328462311.0,1328462311.0,1104,Inversión,Unidad administrativa especial migración colombia,11,Relaciones exteriores,,,1103.0,1002.0,3.0,53105b,2024,94.33962264150942,14081700.496600002
Política migratoria y servicio al ciudadano,Relaciones exteriores,Fortalecimiento institucional del servicio a la ciudadanía y de acciones para la participación democrática de la población migrante y comunidades de acogida a nivel   nacional,5. convergencia regional / b. entidades públicas territoriales y nacionales fortalecidas,,328000000.0,328000000.0,1104,Inversión,Unidad administrativa especial migración colombia,11,Relaciones exteriores,,,1103.0,1002.0,3.0,53105b,2024,94.33962264150942,3476800.0000000005
Política migratoria y servicio al ciudadano,Relaciones exteriores,"Fortalecimiento de la infraestructura de la uaemc para la adecuada prestación de los servicios migratorios en condiciones de inclusión, seguridad y bienestar a nivel  nacional","5. convergencia regional / f. fronteras humanas para la vida, la integración y el desarrollo",3189362305.0,,3189362305.0,1104,Inversión,Unidad administrativa especial migración colombia,11,Relaciones exteriores,,,1103.0,1002.0,4.0,51102f,2024,94.33962264150942,33807240.433000006
Política migratoria y servicio al ciudadano,Relaciones exteriores,"Fortalecimiento de la infraestructura de la uaemc para la adecuada prestación de los servicios migratorios en condiciones de inclusión, seguridad y bienestar a nivel  nacional","5. convergencia regional / f. fronteras humanas para la vida, la integración y el desarrollo",,612510130.0,612510130.0,1104,Inversión,Unidad administrativa especial migración colombia,11,Relaciones exteriores,,,1103.0,1002.0,4.0,51102f,2024,94.33962264150942,6492607.3780000005
Fortalecimiento de la gestión y dirección del sector relaciones exteriores,Relaciones exteriores,Fortalecimiento de las capacidades y evolución de las tecnologías de la información en migración colombia nacional,5. convergencia regional / b. entidades públicas territoriales y nacionales fortalecidas,30244448113.0,,30244448113.0,1104,Inversión,Unidad administrativa especial migración colombia,11,Relaciones exteriores,,,1199.0,1002.0,12.0,53105b,2024,94.33962264150942,320591149.99780005
Fortalecimiento de la gestión y dirección del sector relaciones exteriores,Relaciones exteriores,Fortalecimiento de las capacidades y evolución de las tecnologías de la información en migración colombia nacional,5. convergencia regional / b. entidades públicas territoriales y nacionales fortalecidas,,643537689.0,643537689.0,1104,Inversión,Unidad administrativa especial migración colombia,11,Relaciones exteriores,,,1199.0,1002.0,12.0,53105b,2024,94.33962264150942,6821499.503400001
Fortalecimiento de la gestión y dirección del sector relaciones exteriores,Relaciones exteriores,Optimización de las capacidades estratégicas institucionales de migración colombia a nivel   nacional,5. convergencia regional / b. entidades públicas territoriales y nacionales fortalecidas,750000000.0,,750000000.0,1104,Inversión,Unidad administrativa especial migración colombia,11,Relaciones exteriores,,,1199.0,1002.0,13.0,53105b,2024,94.33962264150942,7950000.000000001
Fortalecimiento de la gestión y dirección del sector relaciones exteriores,Relaciones exteriores,Optimización de los procesos de gestión documental en uaemc a nivel  nacional,5. convergencia regional / b. entidades públicas territoriales y nacionales fortalecidas,3000000000.0,,3000000000.0,1104,Inversión,Unidad administrativa especial migración colombia,11,Relaciones exteriores,,,1199.0,1002.0,14.0,53105b,2024,94.33962264150942,31800000.000000004
Fortalecimiento de la gestión y dirección del sector relaciones exteriores,Relaciones exteriores,Consolidación y fortalecimiento de la gestión del talento humano de migración colombia a nivel  nacional,5. convergencia regional / b. entidades públicas territoriales y nacionales fortalecidas,2500000000.0,,2500000000.0,1104,Inversión,Unidad administrativa especial migración colombia,11,Relaciones exteriores,,,1199.0,1002.0,15.0,53105b,2024,94.33962264150942,26500000.000000004
Fortalecimiento de la gestión y dirección del sector relaciones exteriores,Relaciones exteriores,Consolidación y fortalecimiento de la gestión del talento humano de migración colombia a nivel  nacional,5. convergencia regional / b. entidades públicas territoriales y nacionales fortalecidas,,1000000000.0,1000000000.0,1104,Inversión,Unidad administrativa especial migración colombia,11,Relaciones exteriores,,,1199.0,1002.0,15.0,53105b,2024,94.33962264150942,10600000.000000002
Gastos de personal,Planta de personal permanente,Salario,,29207200000.0,,29207200000.0,1201,Funcionamiento,Ministerio de justicia y del derecho,12,Justicia y el derecho,,,1.0,1.0,1.0,,2024,94.33962264150942,309596320.00000006
Gastos de personal,Planta de personal permanente,Contribuciones inherentes a la nómina,,10441700000.0,,10441700000.0,1201,Funcionamiento,Ministerio de justicia y del derecho,12,Justicia y el derecho,,,1.0,1.0,2.0,,2024,94.33962264150942,110682020.00000001
Gastos de personal,Planta de personal permanente,Remuneraciones no constitutivas de factor salarial,,3888500000.0,,3888500000.0,1201,Funcionamiento,Ministerio de justicia y del derecho,12,Justicia y el derecho,,,1.0,1.0,3.0,,2024,94.33962264150942,41218100.00000001
Gastos de personal,Personal supernumerario y planta temporal,Otros gastos de personal - distribución previo concepto dgppn,,3026200000.0,,3026200000.0,1201,Funcionamiento,Ministerio de justicia y del derecho,12,Justicia y el derecho,,,1.0,2.0,4.0,,2024,94.33962264150942,32077720.000000004
Adquisición de bienes  y servicios,,,,22774100000.0,,22774100000.0,1201,Funcionamiento,Ministerio de justicia y del derecho,12,Justicia y el derecho,,,2.0,,,,2024,94.33962264150942,241405460.00000003
Transferencias corrientes,A gobiernos y organizaciones internacionales,A organizaciones internacionales,,342000000.0,,342000000.0,1201,Funcionamiento,Ministerio de justicia y del derecho,12,Justicia y el derecho,,,3.0,2.0,2.0,,2024,94.33962264150942,3625200.0000000005
Transferencias corrientes,A entidades del gobierno,A órganos del pgn,Fondo para la lucha contra las drogas,11991400000.0,,11991400000.0,1201,Funcionamiento,Ministerio de justicia y del derecho,12,Justicia y el derecho,,,3.0,3.0,1.0,028,2024,94.33962264150942,127108840.00000001
Transferencias corrientes,A entidades del gobierno,A órganos del pgn,"Fondo para la rehabilitación, inversión social y lucha contra el crimen organizado",42273500000.0,,42273500000.0,1201,Funcionamiento,Ministerio de justicia y del derecho,12,Justicia y el derecho,,,3.0,3.0,1.0,063,2024,94.33962264150942,448099100.00000006
Transferencias corrientes,A entidades del gobierno,A órganos del pgn,Otras transferencias - distribución previo concepto dgppn,12159000000.0,,12159000000.0,1201,Funcionamiento,Ministerio de justicia y del derecho,12,Justicia y el derecho,,,3.0,3.0,1.0,999,2024,94.33962264150942,128885400.00000001
Transferencias corrientes,Prestaciones para cubrir riesgos sociales,Prestaciones de asistencia social,Atención integral a la población desplazada en cumplimiento de la sentencia t-025 de 2004 (no de pensiones),7392500000.0,,7392500000.0,1201,Funcionamiento,Ministerio de justicia y del derecho,12,Justicia y el derecho,,,3.0,4.0,1.0,012,2024,94.33962264150942,78360500.00000001
Transferencias corrientes,Prestaciones para cubrir riesgos sociales,Prestaciones sociales relacionadas con el empleo,Incapacidades y licencias de maternidad y paternidad (no de pensiones),169300000.0,,169300000.0,1201,Funcionamiento,Ministerio de justicia y del derecho,12,Justicia y el derecho,,,3.0,4.0,2.0,012,2024,94.33962264150942,1794580.0000000002
Transferencias corrientes,Sentencias y conciliaciones,,,4211000000.0,,4211000000.0,1201,Funcionamiento,Ministerio de justicia y del derecho,12,Justicia y el derecho,,,3.0,10.0,,,2024,94.33962264150942,44636600.00000001
"Gastos por tributos, multas, sanciones e intereses de mora",Impuestos,,,126031000.0,,126031000.0,1201,Funcionamiento,Ministerio de justicia y del derecho,12,Justicia y el derecho,,,8.0,1.0,,,2024,94.33962264150942,1335928.6
"Gastos por tributos, multas, sanciones e intereses de mora",Tasas y derechos administrativos,,,11102000.0,,11102000.0,1201,Funcionamiento,Ministerio de justicia y del derecho,12,Justicia y el derecho,,,8.0,3.0,,,2024,94.33962264150942,117681.20000000001
"Gastos por tributos, multas, sanciones e intereses de mora",Contribuciones,Cuota de fiscalización y auditaje,,432436000.0,,432436000.0,1201,Funcionamiento,Ministerio de justicia y del derecho,12,Justicia y el derecho,,,8.0,4.0,1.0,,2024,94.33962264150942,4583821.600000001
"Fortalecimiento del principio de seguridad jurídica, divulgación y depuración del ordenamiento jurídico",Intersubsectorial justicia,Mejoramiento de la aplicación del principio de seguridad jurídica a nivel nacional,2. seguridad humana y justicia social / c. renovación de la arquitectura institucional del sistema de justicia - acceso efectivo a la justicia,1000000000.0,,1000000000.0,1201,Inversión,Ministerio de justicia y del derecho,12,Justicia y el derecho,,,1201.0,800.0,2.0,20110c1,2024,94.33962264150942,10600000.000000002
Promoción al acceso a la justicia,Intersubsectorial justicia,Mejoramiento del acceso a la justicia local y rural a nivel nacional,2. seguridad humana y justicia social / d. capacidades y la oferta del sistema de justicia - acceso efectivo a la justicia,905264500.0,,905264500.0,1201,Inversión,Ministerio de justicia y del derecho,12,Justicia y el derecho,,,1202.0,800.0,14.0,20111d1,2024,94.33962264150942,9595803.700000001
Promoción al acceso a la justicia,Intersubsectorial justicia,Mejoramiento del acceso a la justicia local y rural a nivel nacional,2. seguridad humana y justicia social / d. capacidades y la oferta del sistema de justicia - acceso efectivo a la justicia,5500000000.0,,5500000000.0,1201,Inversión,Ministerio de justicia y del derecho,12,Justicia y el derecho,,,1202.0,800.0,14.0,20111d1,2024,94.33962264150942,58300000.00000001
Promoción al acceso a la justicia,Intersubsectorial justicia,Fortalecimiento de la justicia con enfoque diferencial a nivel nacional,"2. seguridad humana y justicia social / b. jurisdicción especial indígena, justicias propias y comunitaria, y desarrollo de justicia ambiental - acceso efectivo a la justicia",9000000000.0,,9000000000.0,1201,Inversión,Ministerio de justicia y del derecho,12,Justicia y el derecho,,,1202.0,800.0,15.0,20110b1,2024,94.33962264150942,95400000.00000001
Promoción al acceso a la justicia,Intersubsectorial justicia,Ampliación de capacidades para la articulación y promoción de la justicia formal a nivel nacional,2. seguridad humana y justicia social / c. renovación de la arquitectura institucional del sistema de justicia - acceso efectivo a la justicia,3040000000.0,,3040000000.0,1201,Inversión,Ministerio de justicia y del derecho,12,Justicia y el derecho,,,1202.0,800.0,16.0,20110c1,2024,94.33962264150942,32224000.000000004
Promoción al acceso a la justicia,Intersubsectorial justicia,Implementacion del expediente digital de los servicios de justicia ofrecidos por las entidades con funciones jurisdiccionales de la rama ejecutiva  nacional,2. seguridad humana y justicia social / a. política de estado de transformación digital de la justicia de mediano y largo plazo - acceso efectivo a la justicia,10886133544.0,,10886133544.0,1201,Inversión,Ministerio de justicia y del derecho,12,Justicia y el derecho,,,1202.0,800.0,17.0,20111a1,2024,94.33962264150942,115393015.56640002
Promoción al acceso a la justicia,Intersubsectorial justicia,Fortalecimiento de las capacidades institucionales y ciudadanas para el acceso efectivo a la justicia familiar  nacional,2. seguridad humana y justicia social / a. prestación efectiva de justicia con enfoque diferencial y métodos de resolución de conflictos - acceso efectivo a la justicia,4000000000.0,,4000000000.0,1201,Inversión,Ministerio de justicia y del derecho,12,Justicia y el derecho,,,1202.0,800.0,18.0,20110a1,2024,94.33962264150942,42400000.00000001
Promoción de los métodos de resolución de conflictos,Intersubsectorial justicia,Desarrollo integral de los métodos de resolución de conflictos a nivel nacional,2. seguridad humana y justicia social / a. prestación efectiva de justicia con enfoque diferencial y métodos de resolución de conflictos - acceso efectivo a la justicia,4689000000.0,,4689000000.0,1201,Inversión,Ministerio de justicia y del derecho,12,Justicia y el derecho,,,1203.0,800.0,4.0,20110a2,2024,94.33962264150942,49703400.00000001
Justicia transicional,Intersubsectorial justicia,Fortalecimiento de la articulación institucional en la aplicación de los mecanismos de justicia transicional a nivel nacional,2. seguridad humana y justicia social / b. oferta institucional y de los mecanismos de justicia transicional - acceso efectivo a la justicia,5157723695.0,,5157723695.0,1201,Inversión,Ministerio de justicia y del derecho,12,Justicia y el derecho,,,1204.0,800.0,5.0,20113b1,2024,94.33962264150942,54671871.16700001
Fortalecimiento de la política criminal del estado colombiano,Intersubsectorial justicia,Fortalecimiento de la prevención del delito en el marco de la política criminal a nivel nacional,2. seguridad humana y justicia social / b. justicia restaurativa para la recomposición de los lazos sociales - acceso efectivo a la justicia,1470000000.0,,1470000000.0,1201,Inversión,Ministerio de justicia y del derecho,12,Justicia y el derecho,,,1207.0,800.0,9.0,20112b1,2024,94.33962264150942,15582000.000000002
Fortalecimiento de la política criminal del estado colombiano,Intersubsectorial justicia,Fortalecimiento de la prevención del delito en el marco de la política criminal a nivel nacional,"2. seguridad humana y justicia social / d. robustecimiento de la alternatividad penal, tratamiento diferenciado y prevención del delito - acceso efectivo a la justicia",1955000000.0,,1955000000.0,1201,Inversión,Ministerio de justicia y del derecho,12,Justicia y el derecho,,,1207.0,800.0,9.0,20112d1,2024,94.33962264150942,20723000.000000004
